,origin,destination,path,service_ids,first_service_mode,last_service_mode,first_service,first_service_departure,service_capacities,service_capacity,total_transport_cost,transshipment_cost,transshipment_time,storage_time,storage_cost,total_cost,last_service_arrival,Transshipment Terminal(s),Loading_cost_at_origin,Unloading_cost_at_destination
367,Moerdijk,Nuremberg,Moerdijk to Venlo -> Venlo to Nuremberg,"Train27, Train31",Train,Train,Train27,75,"90, 90",90,146.69899999999998,36.0,1,33.0,33.0,215.69899999999998,,Venlo,18.0,18.0
368,Moerdijk,Nuremberg,Moerdijk to Duisburg -> Duisburg to Nuremberg,"Train28, Train33",Train,Train,Train28,77,"90, 90",90,146.699,36.0,1,38.0,38.0,220.699,,Duisburg,18.0,18.0
369,Duisburg,Neuss,Duisburg to Neuss,Barge49,Barge,Barge,Barge49,120,160,160,2.32925,0.0,0,0.0,0.0,2.32925,,0,3.0,3.0
370,Duisburg,Dortmund,Duisburg to Dortmund,Train32,Train,Train,Train32,121,90,90,15.71775,0.0,0,0.0,0.0,15.71775,,0,18.0,18.0
371,Duisburg,Nuremberg,Duisburg to Nuremberg,Train33,Train,Train,Train33,122,90,90,104.785,0.0,0,0.0,0.0,104.785,,0,18.0,18.0
372,Venlo,Neuss,Venlo to Neuss,Train29,Train,Train,Train29,112,90,90,15.71775,0.0,0,0.0,0.0,15.71775,,0,18.0,18.0
373,Venlo,Dortmund,Venlo to Dortmund,Train30,Train,Train,Train30,113,90,90,26.19625,0.0,0,0.0,0.0,26.19625,,0,18.0,18.0
374,Venlo,Nuremberg,Venlo to Nuremberg,Train31,Train,Train,Train31,114,90,90,115.2635,0.0,0,0.0,0.0,115.2635,,0,18.0,18.0
375,Delta,Moerdijk,Delta to Euromax -> Euromax to Moerdijk,"Barge01, Truck11",Barge,Truck,Barge01,53,"160, 160",160,62.9297,21.0,1,1.0,1.0,69.9297,57.5,Euromax,3.0,18.0
376,Delta,Moerdijk,Delta to HOME -> HOME to Moerdijk,"Barge02, Truck18",Barge,Truck,Barge02,53,"160, 160",160,33.32825,21.0,1,1.0,1.0,40.32825,59.0,HOME,3.0,18.0
377,Delta,Venlo,Delta to Euromax -> Euromax to Venlo,"Barge01, Truck12",Barge,Truck,Barge01,53,"160, 160",160,145.5937,21.0,1,1.0,1.0,152.5937,59.1,Euromax,3.0,18.0
378,Delta,Venlo,Delta to Euromax -> Euromax to Venlo,"Barge01, Truck12",Barge,Truck,Barge01,53,"160, 90",160,145.5937,21.0,1,1.0,1.0,167.5937,59.1,Euromax,3.0,18.0
379,Delta,Venlo,Delta to Euromax -> Euromax to Venlo,"Barge01, Truck12",Barge,Truck,Barge01,53,"160, 90",160,145.5937,21.0,1,1.0,1.0,167.5937,59.1,Euromax,3.0,18.0
380,Delta,Venlo,Delta to HOME -> HOME to Venlo,"Barge02, Truck19",Barge,Truck,Barge02,53,"160, 160",160,121.15875,21.0,1,1.0,1.0,128.15875,60.6,HOME,3.0,18.0
381,Delta,Venlo,Delta to HOME -> HOME to Venlo,"Barge02, Truck19",Barge,Truck,Barge02,53,"160, 160",160,121.15875,21.0,1,1.0,1.0,128.15875,60.6,HOME,3.0,18.0
382,Delta,Venlo,Delta to HOME -> HOME to Venlo,"Barge02, Truck19",Barge,Truck,Barge02,53,"160, 90",160,121.15875,21.0,1,1.0,1.0,143.15875,60.6,HOME,3.0,18.0
383,Delta,Venlo,Delta to Moerdijk -> Moerdijk to Venlo,"Barge03, Truck25",Barge,Truck,Barge03,3,"160, 160",160,97.6555,21.0,1,1.0,1.0,104.6555,13.1,Moerdijk,3.0,18.0
384,Delta,Venlo,Delta to Moerdijk -> Moerdijk to Venlo,"Barge03, Truck25",Barge,Truck,Barge03,3,"160, 90",160,97.6555,21.0,1,1.0,1.0,119.6555,13.1,Moerdijk,3.0,18.0
385,Delta,Venlo,Delta to Moerdijk -> Moerdijk to Venlo,"Barge04, Truck25",Barge,Truck,Barge04,15,"160, 160",160,97.6555,21.0,1,1.0,1.0,104.6555,25.1,Moerdijk,3.0,18.0
386,Delta,Venlo,Delta to Moerdijk -> Moerdijk to Venlo,"Barge04, Truck25",Barge,Truck,Barge04,15,"160, 90",160,97.6555,21.0,1,1.0,1.0,119.6555,25.1,Moerdijk,3.0,18.0
387,Delta,Venlo,Delta to Moerdijk -> Moerdijk to Venlo,"Barge05, Truck25",Barge,Truck,Barge05,27,"160, 160",160,97.6555,21.0,1,1.0,1.0,104.6555,37.1,Moerdijk,3.0,18.0
388,Delta,Venlo,Delta to Moerdijk -> Moerdijk to Venlo,"Barge05, Truck25",Barge,Truck,Barge05,27,"160, 90",160,97.6555,21.0,1,1.0,1.0,119.6555,37.1,Moerdijk,3.0,18.0
389,Delta,Venlo,Delta to Moerdijk -> Moerdijk to Venlo,"Barge06, Truck25",Barge,Truck,Barge06,39,"160, 160",160,97.6555,21.0,1,1.0,1.0,104.6555,49.1,Moerdijk,3.0,18.0
390,Delta,Venlo,Delta to Moerdijk -> Moerdijk to Venlo,"Barge06, Truck25",Barge,Truck,Barge06,39,"160, 90",160,97.6555,21.0,1,1.0,1.0,119.6555,49.1,Moerdijk,3.0,18.0
391,Delta,Venlo,Delta to Moerdijk -> Moerdijk to Venlo,"Barge07, Truck25",Barge,Truck,Barge07,51,"160, 160",160,97.6555,21.0,1,1.0,1.0,104.6555,61.1,Moerdijk,3.0,18.0
392,Delta,Venlo,Delta to Moerdijk -> Moerdijk to Venlo,"Barge07, Truck25",Barge,Truck,Barge07,51,"160, 90",160,97.6555,21.0,1,1.0,1.0,119.6555,61.1,Moerdijk,3.0,18.0
393,Delta,Venlo,Delta to Moerdijk -> Moerdijk to Venlo,"Barge08, Truck25",Barge,Truck,Barge08,63,"160, 160",160,97.6555,21.0,1,1.0,1.0,104.6555,73.1,Moerdijk,3.0,18.0
394,Delta,Venlo,Delta to Moerdijk -> Moerdijk to Venlo,"Barge08, Truck25",Barge,Truck,Barge08,63,"160, 90",160,97.6555,21.0,1,1.0,1.0,119.6555,73.1,Moerdijk,3.0,18.0
395,Delta,Venlo,Delta to Moerdijk -> Moerdijk to Venlo,"Barge09, Truck25",Barge,Truck,Barge09,75,"160, 160",160,97.6555,21.0,1,1.0,1.0,104.6555,85.1,Moerdijk,3.0,18.0
396,Delta,Duisburg,Delta to Euromax -> Euromax to Duisburg,"Barge01, Truck13",Barge,Truck,Barge01,53,"160, 160",160,171.4262,21.0,1,1.0,1.0,178.4262,59.7,Euromax,3.0,18.0
397,Delta,Duisburg,Delta to Euromax -> Euromax to Duisburg,"Barge01, Truck13",Barge,Truck,Barge01,53,"160, 90",160,171.4262,21.0,1,1.0,1.0,193.4262,59.7,Euromax,3.0,18.0
398,Delta,Duisburg,Delta to Euromax -> Euromax to Duisburg,"Barge01, Truck13",Barge,Truck,Barge01,53,"160, 90",160,171.4262,21.0,1,1.0,1.0,193.4262,59.7,Euromax,3.0,18.0
399,Delta,Duisburg,Delta to HOME -> HOME to Duisburg,"Barge02, Truck20",Barge,Truck,Barge02,53,"160, 90",160,141.82475,21.0,1,1.0,1.0,163.82475,61.2,HOME,3.0,18.0
400,Delta,Duisburg,Delta to Moerdijk -> Moerdijk to Duisburg,"Barge03, Truck26",Barge,Truck,Barge03,3,"160, 160",160,128.65449999999998,21.0,1,1.0,1.0,135.65449999999998,13.7,Moerdijk,3.0,18.0
401,Delta,Duisburg,Delta to Moerdijk -> Moerdijk to Duisburg,"Barge03, Truck26",Barge,Truck,Barge03,3,"160, 90",160,128.65449999999998,21.0,1,1.0,1.0,150.65449999999998,13.7,Moerdijk,3.0,18.0
402,Delta,Duisburg,Delta to Moerdijk -> Moerdijk to Duisburg,"Barge04, Truck26",Barge,Truck,Barge04,15,"160, 160",160,128.65449999999998,21.0,1,1.0,1.0,135.65449999999998,25.7,Moerdijk,3.0,18.0
403,Delta,Duisburg,Delta to Moerdijk -> Moerdijk to Duisburg,"Barge04, Truck26",Barge,Truck,Barge04,15,"160, 90",160,128.65449999999998,21.0,1,1.0,1.0,150.65449999999998,25.7,Moerdijk,3.0,18.0
404,Delta,Duisburg,Delta to Moerdijk -> Moerdijk to Duisburg,"Barge05, Truck26",Barge,Truck,Barge05,27,"160, 160",160,128.65449999999998,21.0,1,1.0,1.0,135.65449999999998,37.7,Moerdijk,3.0,18.0
405,Delta,Duisburg,Delta to Moerdijk -> Moerdijk to Duisburg,"Barge05, Truck26",Barge,Truck,Barge05,27,"160, 90",160,128.65449999999998,21.0,1,1.0,1.0,150.65449999999998,37.7,Moerdijk,3.0,18.0
406,Delta,Duisburg,Delta to Moerdijk -> Moerdijk to Duisburg,"Barge06, Truck26",Barge,Truck,Barge06,39,"160, 160",160,128.65449999999998,21.0,1,1.0,1.0,135.65449999999998,49.7,Moerdijk,3.0,18.0
407,Delta,Duisburg,Delta to Moerdijk -> Moerdijk to Duisburg,"Barge06, Truck26",Barge,Truck,Barge06,39,"160, 90",160,128.65449999999998,21.0,1,1.0,1.0,150.65449999999998,49.7,Moerdijk,3.0,18.0
408,Delta,Duisburg,Delta to Moerdijk -> Moerdijk to Duisburg,"Barge07, Truck26",Barge,Truck,Barge07,51,"160, 160",160,128.65449999999998,21.0,1,1.0,1.0,135.65449999999998,61.7,Moerdijk,3.0,18.0
409,Delta,Duisburg,Delta to Moerdijk -> Moerdijk to Duisburg,"Barge07, Truck26",Barge,Truck,Barge07,51,"160, 90",160,128.65449999999998,21.0,1,1.0,1.0,150.65449999999998,61.7,Moerdijk,3.0,18.0
410,Delta,Duisburg,Delta to Moerdijk -> Moerdijk to Duisburg,"Barge08, Truck26",Barge,Truck,Barge08,63,"160, 90",160,128.65449999999998,21.0,1,1.0,1.0,150.65449999999998,73.7,Moerdijk,3.0,18.0
411,Delta,Willebroek,Delta to Euromax -> Euromax to Willebroek,"Barge01, Truck14",Barge,Truck,Barge01,53,"160, 160",160,114.5947,21.0,1,1.0,1.0,121.5947,58.5,Euromax,3.0,18.0
412,Delta,Neuss,Delta to Euromax -> Euromax to Venlo -> Venlo to Neuss,"Barge01, Truck12, Train29",Barge,Train,Barge01,53,"160, 160, 90",90,161.31145,57.0,2,52.2,52.2,240.51145000000002,113.5,"Euromax,Venlo",3.0,18.0
413,Delta,Neuss,Delta to Euromax -> Euromax to Venlo -> Venlo to Neuss,"Barge01, Barge36, Truck29",Barge,Truck,Barge01,53,"160, 160, 90",160,60.00815,27.0,2,20.5,20.5,107.50815,91.9,"Euromax,Venlo",3.0,18.0
414,Delta,Neuss,Delta to Euromax -> Euromax to Neuss,"Barge01, Truck15",Barge,Truck,Barge01,53,"160, 160",160,186.9257,21.0,1,1.0,1.0,193.9257,60.0,Euromax,3.0,18.0
415,Delta,Neuss,Delta to Euromax -> Euromax to Venlo -> Venlo to Neuss,"Barge01, Truck12, Train29",Barge,Train,Barge01,53,"160, 90, 90",90,161.31145,57.0,2,52.2,52.2,270.51145,113.5,"Euromax,Venlo",3.0,18.0
416,Delta,Neuss,Delta to Euromax -> Euromax to Venlo -> Venlo to Neuss,"Barge01, Train17, Truck29",Barge,Truck,Barge01,53,"160, 90, 90",90,94.58345,57.0,2,23.5,23.5,175.08345,85.9,"Euromax,Venlo",3.0,18.0
417,Delta,Neuss,Delta to Euromax -> Euromax to Venlo -> Venlo to Neuss,"Barge01, Truck12, Train29",Barge,Train,Barge01,53,"160, 90, 90",90,161.31145,57.0,2,52.2,52.2,270.51145,113.5,"Euromax,Venlo",3.0,18.0
418,Delta,Neuss,Delta to Euromax -> Euromax to Venlo -> Venlo to Neuss,"Barge01, Train18, Truck29",Barge,Truck,Barge01,53,"160, 90, 90",90,94.58345,57.0,2,47.5,47.5,199.08345,109.9,"Euromax,Venlo",3.0,18.0
419,Delta,Neuss,Delta to Euromax -> Euromax to Duisburg -> Duisburg to Neuss,"Barge01, Truck13, Barge49",Barge,Barge,Barge01,53,"160, 90, 160",160,173.75545,42.0,2,59.7,59.7,275.45545,122.5,"Euromax,Duisburg",3.0,3.0
420,Delta,Neuss,Delta to Euromax -> Euromax to Duisburg -> Duisburg to Neuss,"Barge01, Train19, Truck32",Barge,Truck,Barge01,53,"160, 90, 160",90,94.87445,57.0,2,20.5,20.5,157.37445,84.5,"Euromax,Duisburg",3.0,18.0
421,Delta,Neuss,Delta to Euromax -> Euromax to Duisburg -> Duisburg to Neuss,"Barge01, Truck13, Barge49",Barge,Barge,Barge01,53,"160, 90, 160",160,173.75545,42.0,2,59.7,59.7,275.45545,122.5,"Euromax,Duisburg",3.0,3.0
422,Delta,Neuss,Delta to Euromax -> Euromax to Duisburg -> Duisburg to Neuss,"Barge01, Train20, Truck32",Barge,Truck,Barge01,53,"160, 90, 160",90,94.87445,57.0,2,44.5,44.5,181.37445,108.5,"Euromax,Duisburg",3.0,18.0
423,Delta,Neuss,Delta to Euromax -> Euromax to Neuss,"Barge01, Truck15",Barge,Truck,Barge01,53,"160, 90",160,186.9257,21.0,1,1.0,1.0,208.9257,60.0,Euromax,3.0,18.0
424,Delta,Neuss,Delta to HOME -> HOME to Venlo -> Venlo to Neuss,"Barge02, Truck19, Train29",Barge,Train,Barge02,53,"160, 90, 90",90,136.8765,57.0,2,51.2,51.2,245.0765,113.5,"HOME,Venlo",3.0,18.0
425,Delta,Neuss,Delta to HOME -> HOME to Venlo -> Venlo to Neuss,"Barge02, Train24, Truck29",Barge,Truck,Barge02,53,"160, 90, 90",90,85.5025,57.0,2,30.0,30.0,172.5025,92.9,"HOME,Venlo",3.0,18.0
426,Delta,Neuss,Delta to HOME -> HOME to Duisburg -> Duisburg to Neuss,"Barge02, Truck20, Barge49",Barge,Barge,Barge02,53,"160, 90, 160",160,144.154,42.0,2,58.8,58.8,244.954,122.5,"HOME,Duisburg",3.0,3.0
427,Delta,Neuss,Delta to HOME -> HOME to Duisburg -> Duisburg to Neuss,"Barge02, Train26, Truck32",Barge,Truck,Barge02,53,"160, 90, 160",90,85.7935,57.0,2,19.0,19.0,146.7935,83.5,"HOME,Duisburg",3.0,18.0
428,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge03, Truck25, Train29",Barge,Train,Barge03,3,"160, 160, 90",90,113.37325,57.0,2,99.2,99.2,239.57325,113.5,"Moerdijk,Venlo",3.0,18.0
429,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge03, Barge47, Truck29",Barge,Truck,Barge03,3,"160, 160, 90",160,60.474000000000004,27.0,2,86.5,86.5,173.974,108.4,"Moerdijk,Venlo",3.0,18.0
430,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge03, Truck26, Barge49",Barge,Barge,Barge03,3,"160, 160, 160",160,130.98375,42.0,2,106.6,106.6,249.58374999999998,122.5,"Moerdijk,Duisburg",3.0,3.0
431,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge03, Barge48, Truck32",Barge,Truck,Barge03,3,"160, 160, 160",160,41.6714,27.0,2,62.5,62.5,116.1714,86.0,"Moerdijk,Duisburg",3.0,18.0
432,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge03, Truck25, Train29",Barge,Train,Barge03,3,"160, 90, 90",90,113.37325,57.0,2,99.2,99.2,269.57325000000003,113.5,"Moerdijk,Venlo",3.0,18.0
433,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge03, Train27, Truck29",Barge,Truck,Barge03,3,"160, 90, 90",90,82.5925,57.0,2,66.5,66.5,206.0925,81.4,"Moerdijk,Venlo",3.0,18.0
434,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge03, Truck26, Barge49",Barge,Barge,Barge03,3,"160, 90, 160",160,130.98375,42.0,2,106.6,106.6,279.58375,122.5,"Moerdijk,Duisburg",3.0,3.0
435,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge03, Train28, Truck32",Barge,Truck,Barge03,3,"160, 90, 160",90,72.405,57.0,2,68.5,68.5,182.905,84.0,"Moerdijk,Duisburg",3.0,18.0
436,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge04, Truck25, Train29",Barge,Train,Barge04,15,"160, 160, 90",90,113.37325,57.0,2,87.2,87.2,227.57325,113.5,"Moerdijk,Venlo",3.0,18.0
437,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge04, Barge47, Truck29",Barge,Truck,Barge04,15,"160, 160, 90",160,60.474000000000004,27.0,2,74.5,74.5,161.974,108.4,"Moerdijk,Venlo",3.0,18.0
438,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge04, Truck26, Barge49",Barge,Barge,Barge04,15,"160, 160, 160",160,130.98375,42.0,2,94.6,94.6,237.58374999999998,122.5,"Moerdijk,Duisburg",3.0,3.0
439,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge04, Barge48, Truck32",Barge,Truck,Barge04,15,"160, 160, 160",160,41.6714,27.0,2,50.5,50.5,104.1714,86.0,"Moerdijk,Duisburg",3.0,18.0
440,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge04, Truck25, Train29",Barge,Train,Barge04,15,"160, 90, 90",90,113.37325,57.0,2,87.2,87.2,257.57325000000003,113.5,"Moerdijk,Venlo",3.0,18.0
441,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge04, Train27, Truck29",Barge,Truck,Barge04,15,"160, 90, 90",90,82.5925,57.0,2,54.5,54.5,194.0925,81.4,"Moerdijk,Venlo",3.0,18.0
442,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge04, Truck26, Barge49",Barge,Barge,Barge04,15,"160, 90, 160",160,130.98375,42.0,2,94.6,94.6,267.58375,122.5,"Moerdijk,Duisburg",3.0,3.0
443,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge04, Train28, Truck32",Barge,Truck,Barge04,15,"160, 90, 160",90,72.405,57.0,2,56.5,56.5,170.905,84.0,"Moerdijk,Duisburg",3.0,18.0
444,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge05, Truck25, Train29",Barge,Train,Barge05,27,"160, 160, 90",90,113.37325,57.0,2,75.2,75.2,215.57325,113.5,"Moerdijk,Venlo",3.0,18.0
445,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge05, Barge47, Truck29",Barge,Truck,Barge05,27,"160, 160, 90",160,60.474000000000004,27.0,2,62.5,62.5,149.974,108.4,"Moerdijk,Venlo",3.0,18.0
446,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge05, Truck26, Barge49",Barge,Barge,Barge05,27,"160, 160, 160",160,130.98375,42.0,2,82.6,82.6,225.58374999999998,122.5,"Moerdijk,Duisburg",3.0,3.0
447,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge05, Barge48, Truck32",Barge,Truck,Barge05,27,"160, 160, 160",160,41.6714,27.0,2,38.5,38.5,92.1714,86.0,"Moerdijk,Duisburg",3.0,18.0
448,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge05, Truck25, Train29",Barge,Train,Barge05,27,"160, 90, 90",90,113.37325,57.0,2,75.2,75.2,245.57325,113.5,"Moerdijk,Venlo",3.0,18.0
449,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge05, Train27, Truck29",Barge,Truck,Barge05,27,"160, 90, 90",90,82.5925,57.0,2,42.5,42.5,182.0925,81.4,"Moerdijk,Venlo",3.0,18.0
450,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge05, Truck26, Barge49",Barge,Barge,Barge05,27,"160, 90, 160",160,130.98375,42.0,2,82.6,82.6,255.58374999999998,122.5,"Moerdijk,Duisburg",3.0,3.0
451,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge05, Train28, Truck32",Barge,Truck,Barge05,27,"160, 90, 160",90,72.405,57.0,2,44.5,44.5,158.905,84.0,"Moerdijk,Duisburg",3.0,18.0
452,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge06, Truck25, Train29",Barge,Train,Barge06,39,"160, 160, 90",90,113.37325,57.0,2,63.2,63.2,203.57325,113.5,"Moerdijk,Venlo",3.0,18.0
453,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge06, Barge47, Truck29",Barge,Truck,Barge06,39,"160, 160, 90",160,60.474000000000004,27.0,2,50.5,50.5,137.974,108.4,"Moerdijk,Venlo",3.0,18.0
454,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge06, Truck26, Barge49",Barge,Barge,Barge06,39,"160, 160, 160",160,130.98375,42.0,2,70.6,70.6,213.58374999999998,122.5,"Moerdijk,Duisburg",3.0,3.0
455,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge06, Barge48, Truck32",Barge,Truck,Barge06,39,"160, 160, 160",160,41.6714,27.0,2,26.5,26.5,80.1714,86.0,"Moerdijk,Duisburg",3.0,18.0
456,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge06, Truck25, Train29",Barge,Train,Barge06,39,"160, 90, 90",90,113.37325,57.0,2,63.2,63.2,233.57325,113.5,"Moerdijk,Venlo",3.0,18.0
457,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge06, Train27, Truck29",Barge,Truck,Barge06,39,"160, 90, 90",90,82.5925,57.0,2,30.5,30.5,170.0925,81.4,"Moerdijk,Venlo",3.0,18.0
458,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge06, Truck26, Barge49",Barge,Barge,Barge06,39,"160, 90, 160",160,130.98375,42.0,2,70.6,70.6,243.58374999999998,122.5,"Moerdijk,Duisburg",3.0,3.0
459,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge06, Train28, Truck32",Barge,Truck,Barge06,39,"160, 90, 160",90,72.405,57.0,2,32.5,32.5,146.905,84.0,"Moerdijk,Duisburg",3.0,18.0
460,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge07, Truck25, Train29",Barge,Train,Barge07,51,"160, 160, 90",90,113.37325,57.0,2,51.2,51.2,191.57325,113.5,"Moerdijk,Venlo",3.0,18.0
461,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge07, Barge47, Truck29",Barge,Truck,Barge07,51,"160, 160, 90",160,60.474000000000004,27.0,2,38.5,38.5,125.974,108.4,"Moerdijk,Venlo",3.0,18.0
462,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge07, Truck26, Barge49",Barge,Barge,Barge07,51,"160, 160, 160",160,130.98375,42.0,2,58.6,58.6,201.58374999999998,122.5,"Moerdijk,Duisburg",3.0,3.0
463,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge07, Barge48, Truck32",Barge,Truck,Barge07,51,"160, 160, 160",160,41.6714,27.0,2,14.5,14.5,68.1714,86.0,"Moerdijk,Duisburg",3.0,18.0
464,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge07, Truck25, Train29",Barge,Train,Barge07,51,"160, 90, 90",90,113.37325,57.0,2,51.2,51.2,221.57325,113.5,"Moerdijk,Venlo",3.0,18.0
465,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge07, Train27, Truck29",Barge,Truck,Barge07,51,"160, 90, 90",90,82.5925,57.0,2,18.5,18.5,158.0925,81.4,"Moerdijk,Venlo",3.0,18.0
466,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge07, Truck26, Barge49",Barge,Barge,Barge07,51,"160, 90, 160",160,130.98375,42.0,2,58.6,58.6,231.58374999999998,122.5,"Moerdijk,Duisburg",3.0,3.0
467,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge07, Train28, Truck32",Barge,Truck,Barge07,51,"160, 90, 160",90,72.405,57.0,2,20.5,20.5,134.905,84.0,"Moerdijk,Duisburg",3.0,18.0
468,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge08, Truck25, Train29",Barge,Train,Barge08,63,"160, 160, 90",90,113.37325,57.0,2,39.2,39.2,179.57325,113.5,"Moerdijk,Venlo",3.0,18.0
469,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge08, Barge47, Truck29",Barge,Truck,Barge08,63,"160, 160, 90",160,60.474000000000004,27.0,2,26.5,26.5,113.974,108.4,"Moerdijk,Venlo",3.0,18.0
470,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge08, Truck25, Train29",Barge,Train,Barge08,63,"160, 90, 90",90,113.37325,57.0,2,39.2,39.2,209.57325,113.5,"Moerdijk,Venlo",3.0,18.0
471,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge08, Train27, Truck29",Barge,Truck,Barge08,63,"160, 90, 90",90,82.5925,57.0,2,6.5,6.5,146.0925,81.4,"Moerdijk,Venlo",3.0,18.0
472,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge08, Truck26, Barge49",Barge,Barge,Barge08,63,"160, 90, 160",160,130.98375,42.0,2,46.599999999999994,46.599999999999994,219.58374999999998,122.5,"Moerdijk,Duisburg",3.0,3.0
473,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge08, Train28, Truck32",Barge,Truck,Barge08,63,"160, 90, 160",90,72.405,57.0,2,8.5,8.5,122.905,84.0,"Moerdijk,Duisburg",3.0,18.0
474,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge09, Truck25, Train29",Barge,Train,Barge09,75,"160, 160, 90",90,113.37325,57.0,2,27.200000000000003,27.200000000000003,167.57325,113.5,"Moerdijk,Venlo",3.0,18.0
475,Delta,Neuss,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge09, Barge47, Truck29",Barge,Truck,Barge09,75,"160, 160, 90",160,60.474000000000004,27.0,2,14.5,14.5,101.974,108.4,"Moerdijk,Venlo",3.0,18.0
476,Delta,Neuss,Delta to Venlo -> Venlo to Neuss,"Barge17, Truck29",Barge,Truck,Barge17,12,"160, 90",160,58.6106,21.0,1,1.0,1.0,80.6106,31.0,Venlo,3.0,18.0
477,Delta,Neuss,Delta to Venlo -> Venlo to Neuss,"Barge18, Truck29",Barge,Truck,Barge18,18,"160, 90",160,58.6106,21.0,1,1.0,1.0,80.6106,37.0,Venlo,3.0,18.0
